CountryName,Country Code,IndicatorName,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
East Asia & Pacific (developing only),EAP,Population in largest city,EN.URB.LCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (developing only),EAP,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,12.26957837,12.19527144,11.94864613,11.56675168,11.21370589,11.25511329,11.22291344,11.19936232,11.18346786,11.16879903,11.17334701,11.24941665,11.36970401,11.47746971,11.5825365,10.98402865,11.01181014,11.06051775,11.07931888,10.97221911,10.88464258,10.71269914,10.48715768,10.31929978,10.1665531,10.01646448,9.869352884,9.72100422,9.572813643,9.441260529,9.335607303,9.231237224,9.121106268,9.023885792,8.939032735,8.861142206,8.764049918,8.6723855,8.590645827,8.515446049,8.456722687,8.371197412,8.264734137,8.168062224,8.080384656,8.000573789,7.935663785,7.882463388,7.835810188,7.795330966,7.760506837,7.730791214,7.708994383,7.695372548,7.689729729,7.67110277
East Asia & Pacific (developing only),EAP,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (developing only),EAP,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (developing only),EAP,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.33,,,,0.455,,0.73,,0.85,,0.925,,1.2,,1.02,
East Asia & Pacific (developing only),EAP,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,0.385,,,,0.54,,0.71,,0.915,,1.08,,1.31,,1.17,
East Asia & Pacific (developing only),EAP,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.78815675,94.91408209,94.96769019,95.0312241,95.07357907,95.13747442,95.28707254,95.35956395,95.41936685,95.49677139,95.56622652,95.72308196,95.81430773,95.89891316,95.98450736,96.06840053,96.14920107,96.29341895,96.35638478,96.43323162,96.50942142,96.58349098,96.72566089,96.78191449,96.83180706,96.87932231
East Asia & Pacific (developing only),EAP,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.04003829,68.86731474,69.13168542,69.78863909,70.36514506,71.01098914,71.62133068,72.35230929,73.00485793,73.73246161,74.40538785,75.14994978,75.84415335,76.59883179,77.27278299,78.02964244,78.78174787,79.44519258,80.19450088,80.87468327,81.6136642,82.28041064,82.98708661,83.59924169,84.29942832,84.85686897
East Asia & Pacific (developing only),EAP,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (developing only),EAP,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (developing only),EAP,Urban population growth (annual %),SP.URB.GROW,,2.716222007,4.044187431,5.23974243,5.114695896,2.090554149,2.563976132,2.620473761,2.728869208,2.879344357,2.923873662,2.932361099,2.827588867,3.158697095,3.38747565,2.233003031,2.639058935,2.496388961,3.676925617,4.875677744,4.893180244,4.957033138,5.042967396,4.47493322,4.36540847,4.36934369,4.433481278,4.488122876,4.458135296,4.364727731,4.26514185,4.316635257,4.210285811,4.11044413,4.057821974,3.984121973,3.92487668,3.856303887,3.773020709,3.663448157,3.596230031,3.773798131,3.862050338,3.765659903,3.678991724,3.592482243,3.422649661,3.286643592,3.219029667,3.14474985,3.085670799,3.031112611,2.937700036,2.836740292,2.740590227,
East Asia & Pacific (developing only),EAP,Urban population,SP.URB.TOTL,151665806,155785386,162085639,170578509,179303081,183051509,187744906,192664712,197922280,203621144,209574769,215720258,221819940,228826560,236578004,241860798,248243647,254440774,263796372,276658233,290195619,304580712,319940618,334257747,348849463,364091895,380233841,397299203,415011339,433125454,451598869,471092745,490927096,511106380,531846167,553035567,574741531,596905311,619426672,642119047,665211125,690314850,716975157,743974003,771344745,799055168,826404027,853564982,881041492,908748043,936789016,965184146,993538361,1021722464,1049723690,
East Asia & Pacific (developing only),EAP,Urban population (% of total),SP.URB.TOTL.IN.ZS,16.91767885,17.39094091,17.86273603,18.3360098,18.81778022,18.74740904,18.70757785,18.70756418,18.7217084,18.74557314,18.7748809,18.80793248,18.86239954,19.00394794,19.22300357,19.27391711,19.4375242,19.60569226,20.00902098,20.65746127,21.34130994,22.05649933,22.7825693,23.40999072,24.0531215,24.7071002,25.37197083,26.04854709,26.73850141,27.44218029,28.16063983,28.93901095,29.74334041,30.56169406,31.39433998,32.23912473,33.09892806,33.96769556,34.84941359,35.74260119,36.65997405,37.68497551,38.79088735,39.9088188,41.03764948,42.17218526,43.28418461,44.38496105,45.49104412,46.59575472,47.70184494,48.80439502,49.88185166,50.9301891,51.9496476,
East Asia & Pacific (all income levels),EAS,Population density (people per sq. km of land area),EN.POP.DNST,,42.85626604,43.43748704,44.48146163,45.51050108,46.58291231,47.79622764,48.97117381,50.16355791,51.50073079,52.83931596,54.21836204,55.52475024,56.76721539,58.00096316,59.11669633,60.11122513,61.05077728,61.98494675,62.93566161,63.86694904,64.82692117,65.87844808,66.92724084,67.92957152,68.95565682,70.05087719,71.20760745,72.37403118,73.51423679,74.61497937,75.6668529,76.65439162,77.60519006,78.55635639,79.49998111,80.43023895,81.34089818,82.22125993,83.04748606,83.88451315,84.64353964,85.36618273,86.05477805,86.71703847,87.36499577,87.99888505,88.60333656,89.21502162,89.81004738,90.40108455,90.9953631,91.60337529,92.21759998,92.83879381,
East Asia & Pacific (all income levels),EAS,Population in largest city,EN.URB.LCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (all income levels),EAS,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,19.27155125,19.2839353,19.21691591,18.99875737,18.79246501,18.99717821,19.06027944,19.14953636,19.26771498,19.2978398,19.39607073,19.46848812,19.54205174,19.62243318,19.64082004,19.27956204,19.30220811,19.3060902,19.22719916,19.03885149,18.83931749,18.5407761,18.19493298,17.922494,17.67128082,17.42542217,17.18792752,16.96542237,16.73878334,16.52332564,16.32495804,16.06515913,15.7866157,15.5335524,15.29637004,15.06553835,14.82599733,14.60578319,14.39461442,14.19296906,14.00861522,13.78101032,13.53410832,13.28840313,13.07600747,12.88165152,12.71517624,12.57347345,12.44247109,12.31051481,12.19073367,12.08002318,11.98477813,11.89706025,11.82014582,11.73459752
East Asia & Pacific (all income levels),EAS,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (all income levels),EAS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (all income levels),EAS,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,0.35,,0.37,,0.55,,0.74,,0.9,,0.98,,1.25,,1.1,
East Asia & Pacific (all income levels),EAS,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,0.445,,0.42,,0.68,,0.87,,0.94,,1.15,,1.36,,1.23,
East Asia & Pacific (all income levels),EAS,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.91678111,95.98413504,95.99792543,96.02090732,96.02864205,96.0558204,96.16113985,96.20701918,96.24362088,96.29499898,96.34583105,96.46939889,96.54103592,96.60701566,96.6734107,96.73856491,96.80168642,96.91734875,96.96731697,97.02105859,97.07456305,97.12648509,97.23626091,97.27468953,97.30834588,97.34044841
East Asia & Pacific (all income levels),EAS,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.11796868,76.41086524,76.29092665,76.62994988,76.91549056,77.2747019,77.61139031,78.05052498,78.4391008,78.89565268,79.32175141,79.84794776,80.33967454,80.88265787,81.36119572,81.91277745,82.46720899,82.95293174,83.52070245,84.03220598,84.59610955,85.10257544,85.64778326,86.11854684,86.66860197,87.10210788
East Asia & Pacific (all income levels),EAS,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (all income levels),EAS,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (all income levels),EAS,Urban population growth (annual %),SP.URB.GROW,,3.186883915,3.648861315,4.411216145,4.325352698,2.324459447,2.567392872,2.636714422,2.582053578,3.10319272,2.903403006,2.946176466,2.815480822,2.88209312,3.309323957,2.420532968,2.306896929,2.215339353,2.991321747,3.82703279,3.827768824,3.923219429,3.989234934,3.584348514,3.493179932,3.489050976,3.591601284,3.659594397,3.626182488,3.569128064,3.487872672,3.511588524,3.408503335,3.348797452,3.34876453,3.31384297,3.268233522,3.176532522,3.117967458,3.023227323,2.993921178,3.350188641,3.454213101,3.343036821,3.251878665,3.16583742,3.016719796,2.886424561,2.860229065,2.769699927,2.712053529,2.651491531,2.571437218,2.480639723,2.400060148,
East Asia & Pacific (all income levels),EAS,Urban population,SP.URB.TOTL,231871389,239260861,247991158,258930584,270130245,276409313,283505826,290981065,298494352,307757207,316692639,326022963,335202077,344862913,356275544,364899311,373317162,381587404,393001911,408042223,423661136,440282292,457846187,474256990,490823640,507948727,526192220,545448721,565227687,585401387,605819442,627093328,648467825,670183699,692626573,715579130,738965927,762439420,786212033,809981010,834231203,862179522,891961040,921779626,951754781,981885790,1011506533,1040702906,1070469393,1100118183,1129953977,1159914611,1189741087,1219254277,1248517113,
East Asia & Pacific (all income levels),EAS,Urban population (% of total),SP.URB.TOTL.IN.ZS,22.4711322,23.1221808,23.65114533,24.11795844,24.59519326,24.58987211,24.58222136,24.62639145,24.6627893,24.76781207,24.84081681,24.92119845,25.01915119,25.1758934,25.45486514,25.57892438,25.73708115,25.90384952,26.27768063,26.87247598,27.49576059,28.15236566,28.80903346,29.37414676,29.95350496,30.53704203,31.13758356,31.75082367,32.37011801,33.00371385,33.64979476,34.34329395,35.05609645,35.78493384,36.53300196,37.29536762,38.06749588,38.8360121,39.61747326,40.4082199,41.22643276,42.22406392,43.31221692,44.40109356,45.49308181,46.58338168,47.64110636,48.68022921,49.72767728,50.7645672,51.79793364,52.82136638,53.81827506,54.78402955,55.72079895,
Europe & Central Asia (developing only),ECA,Population density (people per sq. km of land area),EN.POP.DNST,,25.32349093,25.79273238,26.26153586,26.72355932,27.17033537,27.61626476,28.06970928,28.50893483,28.94062539,29.35561173,29.80060724,30.27571531,30.72537906,31.17601589,31.62434044,32.06262155,32.4855698,32.89851365,33.30786347,33.73349315,34.18178234,34.61239085,35.04798829,35.4862494,35.9206174,36.36220851,36.80474741,37.23770405,37.66172124,37.97471538,38.23557985,38.4797717,38.70333003,38.83284443,38.89731773,38.99323123,39.09486366,39.17936283,39.25713098,39.37952061,39.44153864,39.51302856,39.64391777,39.79519693,39.9512561,40.11580949,40.2500405,40.42799829,40.70470852,41.02763926,41.33052695,41.60513118,41.89724761,42.19509855,
Europe & Central Asia (developing only),ECA,Population in largest city,EN.URB.LCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,18.06004729,18.07165867,18.12290477,18.19011214,18.27837725,18.37854643,18.49147836,18.63126927,18.79669214,18.98082796,19.15341737,19.25194071,19.32588795,19.42702779,19.54064735,19.68212774,19.82371514,19.94225932,20.04266655,20.10189344,20.09840017,20.01663516,19.91590458,19.82097693,19.73297122,19.66603619,19.61175573,19.56388599,19.52953852,19.48590636,19.47180892,19.48420308,19.49687114,19.52447373,19.60536018,19.72842835,19.84259999,19.95677249,20.03817612,20.09856779,20.15633413,20.3174587,20.54172342,20.74655061,20.94600971,21.16135767,21.39070193,21.64830176,21.90282133,22.12450604,22.33476874,22.51857304,22.63012794,22.69921863,22.76755124,22.78322491
Europe & Central Asia (developing only),ECA,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,9.213690195,9.414435402,9.643197926,9.884844962,10.14246505,10.41795545,10.68126656,10.94571412,11.23022854,11.53096946,11.83621634,12.06933996,12.27074527,12.49090467,12.719776,12.95766679,13.18977317,13.41124672,13.62898989,13.81873282,13.96407237,14.11838151,14.28900775,14.46587714,14.6504068,14.84410693,15.02050985,15.19129188,15.3727586,15.52351644,15.6746349,15.79329473,15.88258475,15.96918328,16.10348737,16.27965109,16.45193099,16.62972612,16.80027534,16.96890212,17.13785251,17.39399821,17.70744972,18.00969131,18.31202265,18.62500021,18.94927958,19.30209457,19.64925349,19.96110467,20.25890457,20.54618643,20.80180868,21.02717315,21.25486676,21.43907642
Europe & Central Asia (developing only),ECA,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,0.355,,0.41,,0.67,,0.89,,1.115,,1.105,,1.475,,1.255,
Europe & Central Asia (developing only),ECA,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,0.55,,0.5,,0.73,,0.96,,1.12,,1.17,,1.435,,1.31,
Europe & Central Asia (developing only),ECA,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.86822434,96.88444817,96.97318717,97.00030423,96.99930972,97.1089284,97.19988434,97.32262642,97.45044748,97.57585138,97.67945916,97.73594718,97.79569517,97.86501,97.93581149,98.00841203,98.0972179,98.31707693,98.42989178,98.51173325,98.56227964,98.65109705,98.61341711,98.57233946,98.53791043,98.49597626
Europe & Central Asia (developing only),ECA,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.82613557,94.84613969,94.90540135,94.96321539,94.181338,94.22796487,94.28954943,94.36026106,94.42236865,94.51893637,94.62013905,94.72828416,94.85410525,94.97738722,95.08877465,95.18283685,95.29024302,95.70371611,95.8398248,95.93291331,96.04011972,96.14721546,96.23907976,96.35461425,96.45365578,96.5281636
Europe & Central Asia (developing only),ECA,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,Urban population growth (annual %),SP.URB.GROW,,3.74038053,3.666725671,3.597286525,3.505787122,3.44971021,3.398466261,3.323350141,3.217769881,3.136441801,3.004647678,2.949576654,2.930195821,2.791317426,2.745168484,2.61630177,2.468300562,2.369042777,2.324426997,2.221742091,2.172468834,2.580528966,2.627803699,2.615239837,2.598961053,2.499907285,2.347599574,2.255810603,2.201951211,1.914960224,1.378560696,1.040847969,0.822533387,0.683579159,0.424981994,0.251425967,0.324011179,0.356234462,0.396575403,0.435295245,0.511247802,0.379619142,0.451759088,0.690980249,0.744068927,0.75380969,0.760113437,0.667072522,0.772471212,1.008101601,1.097919161,1.041092338,1.020540567,1.0626601,1.074583092,
Europe & Central Asia (developing only),ECA,Urban population,SP.URB.TOTL,58764021,60962019,63197329,65470718,67765982,70103712,72486163,74895132,77305085,79729714,82125311,84547660,87025072,89454218,91909887,94314527,96642493,98931995,101231597,103480702,105728788,108457150,111307191,114218141,117186626,120116183,122936030,125709234,128477290,130937579,132742633,134124282,135227499,136151886,136730507,137074283,137518419,138008307,138555614,139158740,139870186,140401160,141035435,142009962,143066614,144145064,145240730,146209591,147339018,148824345,150458316,152024726,153576200,155208193,156876034,
Europe & Central Asia (developing only),ECA,Urban population (% of total),SP.URB.TOTL.IN.ZS,38.06533247,38.75847754,39.45115175,40.14317981,40.83461131,41.5512316,42.27213267,42.97408786,43.67603337,44.37654976,45.06643037,45.70525214,46.30898972,46.90768352,47.50163478,48.05602256,48.57200871,49.07813894,49.59144517,50.07333515,50.51828261,51.14488625,51.83838798,52.53587853,53.23867781,53.91330487,54.51232997,55.07542895,55.63789556,56.07764242,56.38687727,56.58960954,56.69637951,56.7586358,56.8153802,56.87086192,56.9204002,56.97975993,57.05377605,57.14335765,57.24127152,57.36787529,57.53786452,57.74241793,57.9492023,58.15743152,58.3605393,58.55910737,58.75319883,58.94241511,59.11996653,59.29693359,59.50859654,59.72141294,59.93526451,
Europe & Central Asia (all income levels),ECS,Population density (people per sq. km of land area),EN.POP.DNST,,24.67945823,24.96963543,25.26178247,25.55055273,25.82998028,26.07313389,26.30862449,26.53478648,26.75725399,26.95646997,27.16288007,27.39524105,27.61700488,27.83131531,28.03865282,28.24129923,28.43467388,28.62890806,28.81884022,29.01408638,29.20875176,29.38288833,29.55067868,29.72611937,29.90550904,30.08994885,30.27582212,30.46321561,30.65324194,30.81278201,30.93384828,31.05784891,31.171699,31.24490634,31.30397667,31.34835789,31.31931031,31.35587286,31.39082794,31.40216706,31.4585434,31.52129048,31.6040898,31.69821133,31.79491833,31.89808514,32.0081988,32.13731177,32.26952987,32.39527734,32.52007272,32.58842347,32.78242064,32.87011757,
Europe & Central Asia (all income levels),ECS,Population in largest city,EN.URB.LCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,15.75913033,15.69433788,15.62414179,15.54209991,15.47151066,15.41143642,15.3720033,15.34257926,15.33322644,15.34191829,15.36406511,15.35943386,15.33189844,15.31794084,15.3161513,15.32508851,15.33494751,15.34671615,15.35527425,15.35973425,15.35230231,15.33060809,15.3046504,15.29439908,15.28780745,15.28683847,15.28807619,15.32436577,15.29929698,15.31487404,15.31609264,15.32284555,15.323763,15.32847982,15.36247913,15.41039891,15.47464258,15.54317749,15.605826,15.66193309,15.72754392,15.80450067,15.90059684,15.99022523,16.07419988,16.16283619,16.25652456,16.34690318,16.43541445,16.52965149,16.63181962,16.72667453,16.83509334,16.86623151,16.95687871,17.01041692
Europe & Central Asia (all income levels),ECS,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,14.56297744,14.66775989,14.75536392,14.8389606,14.93217319,15.0361686,15.15670724,15.28168957,15.41799574,15.5593524,15.71378363,15.82936613,15.90129781,15.97587979,16.05976316,16.14883185,16.23750802,16.33086149,16.42418199,16.50208726,16.55437209,16.60563999,16.64171448,16.68184142,16.72071484,16.76497756,16.81249777,16.88609453,16.92569462,16.9660369,16.98844702,17.00714568,17.02307193,17.04136347,17.0842971,17.1429328,17.21348297,17.29163079,17.36547,17.44230252,17.53287849,17.63794193,17.77366701,17.91209533,18.04850241,18.18936333,18.33890606,18.48665379,18.62873456,18.77304721,18.92401777,19.06934826,19.24419632,19.333387,19.49224173,19.61039759
Europe & Central Asia (all income levels),ECS,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,0.47,,0.59,,0.67,,1.06,,1.24,,1.31,,1.515,,1.775,,1.595,
Europe & Central Asia (all income levels),ECS,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,0.67,,0.72,,0.8,,1.17,,1.29,,1.28,,1.59,,1.805,,1.6,
Europe & Central Asia (all income levels),ECS,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.71484717,98.71989882,98.76669115,98.77190559,98.77005787,98.82006662,98.84520799,98.89977241,98.93321613,98.98655246,99.01525636,99.05309179,99.07731885,99.11726488,99.14043265,99.18640727,99.21232356,99.29353318,99.32681401,99.36825636,99.38278318,99.42388945,99.41934536,99.42930996,99.42088696,99.40993546
Europe & Central Asia (all income levels),ECS,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.69711601,93.71619452,93.75097066,93.76894909,93.61408523,93.62203467,93.6552671,93.66895804,93.68419023,93.73267102,93.76736584,93.83605347,93.90146917,93.97806118,94.0534925,94.10624574,94.17730038,94.29336525,94.36220188,94.41976499,94.45598932,94.51463088,94.53608293,94.59666203,94.63388446,94.66564658
Europe & Central Asia (all income levels),ECS,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,Urban population growth (annual %),SP.URB.GROW,,2.130636583,2.140439069,2.172542634,2.134368957,2.090294738,1.921545972,1.844651063,1.75939114,1.679713295,1.564315956,1.545220691,1.609784849,1.540837422,1.486869885,1.399722239,1.335748633,1.301247018,1.302354479,1.216395428,1.153058216,1.200041425,1.084059714,1.031746617,1.037594749,1.029846645,1.033786641,0.975454306,1.152759066,0.923997231,0.732233058,0.566210003,0.524104818,0.442831016,0.308166409,0.271833167,0.227582836,0.242042555,0.230434111,0.266261058,0.267545012,0.344090171,0.435884069,0.51191997,0.548340697,0.558355068,0.569162755,0.614410461,0.660287624,0.656629391,0.625549419,0.619128523,0.434303294,0.849691461,0.504267809,
Europe & Central Asia (all income levels),ECS,Urban population,SP.URB.TOTL,369125362,376990082,385059325,393424903,401822042,410221307,418103898,425816456,433308233,440586569,447478735,454393269,461708023,468822193,475792969,482452749,488897105,495258864,501708890,507811654,513667018,519831235,525466516,530887999,536396465,541920526,547522828,552863663,559236849,564404182,568536936,571756049,574752650,577297833,579076871,580650994,581972456,583381077,584725386,586282282,587850851,589873588,592444753,595477596,598742842,602085953,605512802,609233136,613255827,617282645,621144053,624989733,627704084,633037632,636229837,
Europe & Central Asia (all income levels),ECS,Urban population (% of total),SP.URB.TOTL.IN.ZS,55.37862743,55.91445696,56.44898864,57.0096953,57.56976728,58.13872194,58.70476699,59.25409023,59.78420612,60.28450292,60.77665564,61.24837521,61.70816043,62.15745199,62.59768919,63.00643662,63.39182111,63.78171204,64.17567135,64.53002189,64.83665577,65.17917265,65.4970015,65.79900178,66.09124034,66.37338156,66.65048946,66.88948467,67.24656702,67.45164294,67.59579063,67.71450372,67.79914177,67.86194538,67.92575983,67.99157871,68.05282158,68.10999247,68.17143829,68.24353146,68.33390633,68.4495823,68.61265979,68.78240021,68.95301725,69.12698821,69.30707661,69.49438029,69.67640959,69.84503974,70.00611689,70.17022927,70.33538891,70.51348534,70.67999786,
Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,,16.89372201,17.38510331,17.89385566,18.42027886,18.964456,19.52641237,20.10568198,20.7011559,21.31137841,21.93512498,22.57199465,23.2217418,23.88352839,24.55644054,25.23982445,25.93338752,26.6371731,27.35136902,28.0763329,28.81248736,29.55929056,30.31691591,31.0873212,31.87308915,32.6758308,33.49553894,34.3307759,35.17981144,36.04023985,36.90971319,37.78712614,38.67096518,39.55786736,40.44385204,41.32558879,42.20300535,43.07539012,48.97683604,49.92225399,50.84794653,51.75049525,52.63349976,53.50942181,54.39541392,55.30372041,56.2388871,57.19712917,58.17200837,59.15328555,60.13324207,61.11000161,62.08525125,63.05891448,64.03171203,
Ecuador,ECU,Population in largest city,EN.URB.LCTY,456225,482874,511121,536214,559197,583097,608054,634080,661257,689520,719032,749808,781946,815367,850475,890351,932156,975800,1021552,1069450,1119663,1172087,1227042,1272757,1311745,1351815,1393166,1435783,1479765,1524967,1571615,1617439,1663103,1709925,1758132,1807698,1858733,1911062,1964940,2020337,2077375,2135860,2181496,2218121,2255412,2293226,2331727,2370874,2410734,2451152,2492304,2534147,2576692,2619952,2663938,2709329
Ecuador,ECU,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,29.62613503,29.95633795,30.29044684,30.40060051,30.35763242,30.31210557,30.26856485,30.22848709,30.19347362,30.16490692,30.14601931,30.13883088,30.1431087,30.15694897,30.17653704,30.07872452,30.0022176,29.94401531,29.9068091,29.88907686,29.8909985,29.90957872,29.94784567,29.781331,29.47396496,29.17861114,28.89629912,28.62842918,28.37548881,28.13845082,27.91925876,27.75427132,27.62918711,27.51857948,27.4261165,27.35304625,27.2990529,27.26152786,27.2450843,27.2505871,27.28033674,27.33255314,27.30495074,27.2207142,27.13988373,27.05504587,26.96618909,26.87404268,26.78338891,26.69712266,26.61990452,26.55160451,26.48778507,26.42866445,26.37328411,26.32716937
Ecuador,ECU,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,775586,816500,859670,900741,940731,982382,1025942,1071437,1119019,1168580,1220411,1274546,1331167,1390140,1451946,1518502,1588209,1660913,1737055,1816691,1900096,1987090,2078196,2154654,2220498,2288164,2357989,2429946,2504202,2580514,2659260,2732722,2803016,2874941,2948841,3024665,3102576,3182297,3264210,3348260,3434623,3522998,3593811,3652366,3711957,3772356,3833824,3896294,3959873,4024311,4089890,4156539,4224275,4293117,4363083,4435404
